CrimeDate,CrimeCode,Location,Description,Weapon,District,Neighborhood
6/23/2016,6J,1900 SPONSON ST,LARCENY,,SOUTHWESTERN,Morrell Park
6/23/2016,6E,4400 ROKEBY RD,LARCENY,,SOUTHWESTERN,Rognel Heights
6/23/2016,6J,2400 SAINT PAUL ST,LARCENY,,NORTHERN,Old Goucher
6/23/2016,6G,2400 PENNSYLVANIA AVE,LARCENY,,WESTERN,Penn North
6/23/2016,6C,3100 SAINT PAUL ST,LARCENY,,NORTHERN,Charles Village
6/23/2016,6F,1200 LIGHT ST,LARCENY,,SOUTHERN,Federal Hill
6/23/2016,6G,100 LIGHT ST,LARCENY,,CENTRAL,Downtown West
6/23/2016,6C,3400 WILKENS AVE,LARCENY,,SOUTHWESTERN,Saint Agnes
6/23/2016,6G,2800 KIRK AVE,LARCENY,,NORTHEASTERN,Coldstream Homestead Mont
6/23/2016,6C,3900 ERDMAN AVE,LARCENY,,NORTHEASTERN,Belair-Edison
6/23/2016,6J,3800 KIMBLE RD,LARCENY,,NORTHEASTERN,Ednor Gardens-Lakeside
6/23/2016,6G,600 S PRESIDENT ST,LARCENY,,SOUTHEASTERN,Inner Harbor
6/23/2016,6E,3200 E BALTIMORE ST,LARCENY,,SOUTHEASTERN,Patterson Park Neighborho
6/23/2016,6G,5800 WABASH AVE,LARCENY,,NORTHWESTERN,Seton Business Park
6/23/2016,6J,6200 E PRATT ST,LARCENY,,SOUTHEASTERN,Hopkins Bayview
6/23/2016,6E,3400 NOBLE ST,LARCENY,,SOUTHEASTERN,Baltimore Highlands
6/23/2016,6G,0 N GILMOR ST,LARCENY,,WESTERN,Franklin Square
6/23/2016,6C,300 N CHARLES ST,LARCENY,,CENTRAL,Downtown
6/23/2016,6J,3700 SPRINGDALE AVE,LARCENY,,NORTHWESTERN,Forest Park
6/23/2016,6B,1500 W NORTH AVE,LARCENY,,WESTERN,Penn North
6/23/2016,6G,1000 VINE ST,LARCENY,,WESTERN,Poppleton
6/23/2016,6C,3700 FLEET ST,LARCENY,,SOUTHEASTERN,Brewers Hill
6/23/2016,6G,0 GORMAN AVE,LARCENY,,WESTERN,Penrose/Fayette Street Ou
6/22/2016,6G,1700 HOLBROOK ST,LARCENY,,EASTERN,Oliver
6/22/2016,6J,7000 PARK HEIGHTS AVE,LARCENY,,NORTHWESTERN,Cross Country
6/22/2016,6F,1100 W HAMBURG ST,LARCENY,,SOUTHERN,Washington Village/Pigtow
6/22/2016,6E,0 N CLINTON ST,LARCENY,,SOUTHEASTERN,Patterson Park Neighborho
6/22/2016,6E,1100 S DUKELAND ST,LARCENY,,SOUTHWESTERN,Wilhelm Park
6/22/2016,6C,400 S HIGHLAND AVE,LARCENY,,SOUTHEASTERN,Highlandtown
6/22/2016,6G,2400 E HOFFMAN ST,LARCENY,,EASTERN,Broadway East
6/22/2016,6J,4100 WALRAD ST,LARCENY,,SOUTHWESTERN,Irvington
6/22/2016,6J,3100 SWANN DR,LARCENY,,NORTHERN,Druid Hill Park
6/22/2016,6C,100 S BROADWAY,LARCENY,,SOUTHEASTERN,Washington Hill
6/22/2016,6C,2000 MARYLAND AVE,LARCENY,,NORTHERN,Charles North
6/22/2016,6E,3500 WILKENS AVE,LARCENY,,SOUTHWESTERN,Saint Agnes
6/22/2016,6E,1400 MONTPELIER ST,LARCENY,,NORTHEASTERN,Coldstream Homestead Mont
6/22/2016,6C,2000 MARYLAND AVE,LARCENY,,NORTHERN,Charles North
6/22/2016,6G,3500 CHESTNUT AVE,LARCENY,,NORTHERN,Hampden
6/22/2016,6G,0 N EUTAW ST,LARCENY,,CENTRAL,Downtown
6/22/2016,6C,0 LIGHT ST,LARCENY,,CENTRAL,Downtown
6/22/2016,6F,100 MARKET PL,LARCENY,,CENTRAL,Inner Harbor
6/22/2016,6J,2400 W BELVEDERE AVE,LARCENY,,NORTHERN,Levindale
6/22/2016,6J,500 E PRATT ST,LARCENY,,CENTRAL,Inner Harbor
6/22/2016,6C,6300 EASTERN AVE,LARCENY,,SOUTHEASTERN,Pulaski Industrial Area
6/22/2016,6J,4200 SHAMROCK AVE,LARCENY,,NORTHEASTERN,Belair-Edison
6/22/2016,6E,1200 N CALHOUN ST,LARCENY,,WESTERN,Sandtown-Winchester
6/21/2016,6C,6100 HOLABIRD AVE,LARCENY,,SOUTHEASTERN,Broening Manor
6/21/2016,6E,600 CHERATON RD,LARCENY,,SOUTHERN,Cherry Hill
6/21/2016,6G,3100 SAINT PAUL ST,LARCENY,,NORTHERN,Charles Village
6/21/2016,6E,1100 ARMISTEAD WAY,LARCENY,,NORTHEASTERN,Armistead Gardens
6/21/2016,6E,2200 ROUND RD,LARCENY,,SOUTHERN,Cherry Hill
6/21/2016,6J,1200 GLYNDON AVE,LARCENY,,SOUTHERN,Washington Village/Pigtow
6/21/2016,6C,1000 S HANOVER ST,LARCENY,,SOUTHERN,Sharp-Leadenhall
6/21/2016,6J,600 N BELNORD AVE,LARCENY,,SOUTHEASTERN,McElderry Park
6/21/2016,6C,3200 WASHINGTON BLVD,LARCENY,,SOUTHWESTERN,
6/21/2016,6C,200 W CHASE ST,LARCENY,,CENTRAL,Mid-Town Belvedere
6/21/2016,6J,3400 EASTERN AVE,LARCENY,,SOUTHEASTERN,Highlandtown
6/21/2016,6F,700 E PRATT ST,LARCENY,,CENTRAL,Inner Harbor
6/21/2016,6C,3400 ANNAPOLIS RD,LARCENY,,SOUTHERN,Cherry Hill
6/21/2016,6E,4900 LINDSAY RD,LARCENY,,SOUTHWESTERN,West Hills
6/21/2016,6C,3400 WILKENS AVE,LARCENY,,SOUTHWESTERN,Saint Agnes
6/21/2016,6C,600 E 33RD ST,LARCENY,,NORTHERN,Better Waverly
6/21/2016,6J,800 LIGHT ST,LARCENY,,SOUTHERN,Federal Hill
6/21/2016,6G,1100 S CHARLES ST,LARCENY,,SOUTHERN,Federal Hill
6/21/2016,6J,4400 FURLEY AVE,LARCENY,,NORTHEASTERN,Frankford
6/21/2016,6E,5000 E OLIVER ST,LARCENY,,NORTHEASTERN,Armistead Gardens
6/21/2016,6G,4800 PIMLICO RD,LARCENY,,NORTHWESTERN,Cylburn
6/21/2016,6C,400 E NORTH AVE,LARCENY,,EASTERN,Greenmount West
6/21/2016,6J,600 S SMALLWOOD ST,LARCENY,,SOUTHWESTERN,Carrollton Ridge
6/21/2016,6C,100 MERCER ST,LARCENY,,CENTRAL,Downtown
6/21/2016,6L,2700 GLEN AVE,LARCENY,,NORTHWESTERN,Mount Washington
6/21/2016,6C,2500 LIBERTY HEIGHTS AVE,LARCENY,,NORTHWESTERN,Liberty Square
6/21/2016,6B,900 WASHBURN AVE,LARCENY,,SOUTHERN,Brooklyn
6/21/2016,6J,3800 SOUTHWESTERN BLVD,LARCENY,,SOUTHWESTERN,Oaklee
6/21/2016,6F,700 WASHINGTON BLVD,LARCENY,,SOUTHERN,Washington Village/Pigtow
6/20/2016,6B,2300 LIBERTY HEIGHTS AVE,LARCENY,,NORTHWESTERN,Mondawmin
6/20/2016,6C,0 N CALVERT ST,LARCENY,,CENTRAL,Downtown
6/20/2016,6B,0 E BALTIMORE ST,LARCENY,,CENTRAL,Downtown
6/20/2016,6C,5400 HARFORD RD,LARCENY,,NORTHEASTERN,Waltherson
6/20/2016,6E,400 S CHAPELGATE LN,LARCENY,,SOUTHWESTERN,Beechfield
6/20/2016,6C,2400 FREDERICK AVE,LARCENY,,SOUTHWESTERN,Millhill
6/20/2016,6C,1100 PARK AVE,LARCENY,,CENTRAL,Bolton Hill
6/20/2016,6J,1300 S CAREY ST,LARCENY,,SOUTHERN,Washington Village/Pigtow
6/20/2016,6G,3500 PELHAM AVE,LARCENY,,NORTHEASTERN,Belair-Edison
6/20/2016,6C,200 N EUTAW ST,LARCENY,,CENTRAL,Downtown
6/20/2016,6E,3500 ELMLEY AVE,LARCENY,,NORTHEASTERN,Belair-Edison
6/20/2016,6J,2000 BROENING HWY,LARCENY,,SOUTHEASTERN,Canton Industrial Area
6/20/2016,6E,6700 PULASKI HWY,LARCENY,,NORTHEASTERN,Pulaski Industrial Area
6/20/2016,6J,5500 SPRINGLAKE WAY,LARCENY,,NORTHERN,Homeland
6/20/2016,6G,3900 FLOWERTON RD,LARCENY,,SOUTHWESTERN,Edmondson Village
6/20/2016,6J,3200 SAINT PAUL ST,LARCENY,,NORTHERN,Charles Village
6/20/2016,6B,2700 Pulaski,LARCENY,,SOUTHEASTERN,McElderry Park
6/20/2016,6B,200 E PRATT ST,LARCENY,,CENTRAL,Inner Harbor
6/20/2016,6C,1600 PENNSYLVANIA AVE,LARCENY,,CENTRAL,Upton
6/20/2016,6J,4300 MARY AVE,LARCENY,,NORTHEASTERN,Cedmont
6/20/2016,6B,4200 HILLSDALE RD,LARCENY,,NORTHWESTERN,West Arlington
6/20/2016,6J,0 W BALTIMORE ST,LARCENY,,CENTRAL,Downtown
6/20/2016,6C,3700 BOSTON ST,LARCENY,,SOUTHEASTERN,Canton Industrial Area
6/20/2016,6G,500 N POTOMAC ST,LARCENY,,SOUTHEASTERN,Ellwood Park/Monument
6/20/2016,6E,3200 PIEDMONT AVE,LARCENY,,NORTHWESTERN,Hanlon-Longwood
6/20/2016,6G,2200 WILKENS AVE,LARCENY,,SOUTHWESTERN,Carrollton Ridge
6/20/2016,6E,2900 MOSHER ST,LARCENY,,SOUTHWESTERN,Franklintown Road
6/20/2016,6J,300 JOPLIN ST,LARCENY,,SOUTHEASTERN,Bayview
6/20/2016,6J,1400 BROENING HWY,LARCENY,,SOUTHEASTERN,Medford
6/20/2016,6G,1300 ANGLESEA ST,LARCENY,,SOUTHEASTERN,Medford
6/20/2016,6E,1500 N FREMONT AVE,LARCENY,,WESTERN,Upton
6/19/2016,6J,3600 ROBERTS PL,LARCENY,,SOUTHEASTERN,Baltimore Highlands
6/19/2016,6E,2200 EAGLE ST,LARCENY,,SOUTHWESTERN,Carrollton Ridge
6/19/2016,6J,4200 SHELDON AVE,LARCENY,,NORTHEASTERN,Belair-Edison
6/19/2016,6J,100 LIGHT ST,LARCENY,,CENTRAL,Downtown West
6/19/2016,6E,2000 ELGIN AVE,LARCENY,,WESTERN,Mondawmin
6/19/2016,6C,300 N MARTIN LUTHER KING JR BLVD,LARCENY,,CENTRAL,University Of Maryland
6/19/2016,6C,4600 HARFORD RD,LARCENY,,NORTHEASTERN,Lauraville
6/19/2016,6E,,LARCENY,,SOUTHWESTERN,
6/19/2016,6J,6900 EASTBROOK AVE,LARCENY,,SOUTHEASTERN,
6/19/2016,6G,300 LIGHT ST,LARCENY,,CENTRAL,Inner Harbor
6/19/2016,6G,2000 MCKEAN AVE,LARCENY,,WESTERN,Mondawmin
6/19/2016,6C,400 E PRATT ST,LARCENY,,CENTRAL,Inner Harbor
6/19/2016,6E,500 DUNDALK AVE,LARCENY,,SOUTHEASTERN,Pulaski Industrial Area
6/19/2016,6C,400 E PRATT ST,LARCENY,,CENTRAL,Inner Harbor
6/19/2016,6F,100 N ROSE ST,LARCENY,,SOUTHEASTERN,Patterson Park Neighborho
6/19/2016,6J,100 W 27TH ST,LARCENY,,NORTHERN,Charles Village
6/19/2016,6E,400 E LORRAINE AVE,LARCENY,,NORTHERN,Harwood
6/19/2016,6E,900 E EAGER ST,LARCENY,,EASTERN,Johnston Square
6/19/2016,6G,1100 HARPER WAY,LARCENY,,NORTHEASTERN,Armistead Gardens
6/19/2016,6E,1400 REDFERN AVE,LARCENY,,NORTHERN,Medfield
6/18/2016,6E,1300 N MONROE ST,LARCENY,,WESTERN,Sandtown-Winchester
6/18/2016,6E,2300 REISTERSTOWN RD,LARCENY,,WESTERN,Mondawmin
6/18/2016,6C,6300 EASTERN AVE,LARCENY,,SOUTHEASTERN,Pulaski Industrial Area
6/18/2016,6G,1300 LANCASTER ST,LARCENY,,SOUTHEASTERN,Fells Point
6/18/2016,6B,1100 WASHINGTON BLVD,LARCENY,,SOUTHERN,Washington Village/Pigtow
6/18/2016,6F,700 S GLOVER ST,LARCENY,,SOUTHEASTERN,Canton
6/18/2016,6E,900 N Rose St,LARCENY,,EASTERN,Milton-Montford
6/18/2016,6E,4800 TRUESDALE AVE,LARCENY,,NORTHEASTERN,Frankford
6/18/2016,6J,4400 FURLEY AVE,LARCENY,,NORTHEASTERN,Frankford
6/18/2016,6B,2100 W NORTH AVE,LARCENY,,WESTERN,Mondawmin
6/18/2016,6F,1500 HENRY ST,LARCENY,,SOUTHERN,Riverside
6/18/2016,6C,600 E 33RD ST,LARCENY,,NORTHERN,Better Waverly
6/18/2016,6J,3400 CLIFTMONT AVE,LARCENY,,NORTHEASTERN,Belair-Edison
6/18/2016,6E,600 WYANOKE AVE,LARCENY,,NORTHERN,Pen Lucy
6/18/2016,6G,3000 ARUNAH AVE,LARCENY,,SOUTHWESTERN,Franklintown Road
6/18/2016,6E,2800 ELLICOTT DY,LARCENY,,SOUTHWESTERN,Winchester
6/18/2016,6G,600 E PRATT ST,LARCENY,,CENTRAL,Inner Harbor
6/18/2016,6C,1100 LIGHT ST,LARCENY,,SOUTHERN,Riverside
6/18/2016,6G,3700 W BELVEDERE AVE,LARCENY,,NORTHWESTERN,Arlington
6/18/2016,6G,2000 GWYNNS FALLS PKWY,LARCENY,,WESTERN,Mondawmin
6/18/2016,6G,600 S ANN ST,LARCENY,,SOUTHEASTERN,Fells Point
6/18/2016,6C,800 N WOLFE ST,LARCENY,,EASTERN,Middle East
6/18/2016,6J,4000 CEDARDALE RD,LARCENY,,NORTHWESTERN,East Arlington
6/17/2016,6C,6300 EASTERN AVE,LARCENY,,SOUTHEASTERN,Pulaski Industrial Area
6/17/2016,6J,100 HOPKINS PL,LARCENY,,CENTRAL,Downtown West
6/17/2016,6A,100 WATER ST,LARCENY,,CENTRAL,Downtown
6/17/2016,6E,4000 ELMORA AVE,LARCENY,,NORTHEASTERN,Belair-Edison
6/17/2016,6B,0 S WASHINGTON ST,LARCENY,,SOUTHEASTERN,Butcher's Hill
6/17/2016,6G,2000 HARMAN AVE,LARCENY,,SOUTHWESTERN,Morrell Park
6/17/2016,6G,5600 LOCH RAVEN BLVD,LARCENY,,NORTHEASTERN,Loch Raven
6/17/2016,6E,2600 Wegworth Ln,LARCENY,,SOUTHERN,Lakeland
6/17/2016,6G,1900 E FEDERAL ST,LARCENY,,EASTERN,Broadway East
6/17/2016,6J,3800 CALLAWAY AVE,LARCENY,,NORTHWESTERN,Ashburton
6/17/2016,6B,1100 E LOMBARD ST,LARCENY,,SOUTHEASTERN,Jonestown
6/17/2016,6G,400 N BROADWAY,LARCENY,,EASTERN,Dunbar-Broadway
6/17/2016,6C,400 E PRATT ST,LARCENY,,CENTRAL,Inner Harbor
6/17/2016,6C,600 E 33RD ST,LARCENY,,NORTHERN,Better Waverly
6/17/2016,6C,3700 BOSTON ST,LARCENY,,SOUTHEASTERN,Canton Industrial Area
6/17/2016,6G,2000 HARMAN AVE,LARCENY,,SOUTHWESTERN,Morrell Park
6/17/2016,6G,2600 SISSON ST,LARCENY,,NORTHERN,Jones Falls Area
6/17/2016,6C,3500 BOSTON ST,LARCENY,,SOUTHEASTERN,Canton Industrial Area
6/17/2016,6E,5700 DENWOOD AVE,LARCENY,,NORTHEASTERN,Frankford
6/17/2016,6C,100 S BROADWAY,LARCENY,,SOUTHEASTERN,Washington Hill
6/17/2016,6J,700 POPLAR GROVE ST,LARCENY,,SOUTHWESTERN,Franklintown Road
6/17/2016,6J,100 S CAREY ST,LARCENY,,SOUTHERN,Union Square
6/17/2016,6J,3300 SAINT PAUL ST,LARCENY,,NORTHERN,Charles Village
6/17/2016,6G,3300 W BELVEDERE AVE,LARCENY,,NORTHWESTERN,Central Park Heights
6/17/2016,6J,4100 ROLAND AVE,LARCENY,,NORTHERN,Roland Park
6/17/2016,6G,2200 PRESSTMAN ST,LARCENY,,WESTERN,Coppin Heights/Ash-Co-Eas
6/17/2016,6J,700 SAINT PAUL ST,LARCENY,,CENTRAL,Mount Vernon
6/17/2016,6G,1600 EDISON HWY,LARCENY,,EASTERN,Berea
6/16/2016,6E,4500 BOWLEYS LN,LARCENY,,NORTHEASTERN,Parkside
6/16/2016,6J,1200 S PONCA ST,LARCENY,,SOUTHEASTERN,Canton Industrial Area
6/16/2016,6G,800 N EUTAW ST,LARCENY,,CENTRAL,Seton Hill
6/16/2016,6C,600 W 33RD ST,LARCENY,,NORTHERN,Wyman Park
6/16/2016,6E,2500 MARBOURNE AVE,LARCENY,,SOUTHERN,Lakeland
6/16/2016,6E,200 N MONROE ST,LARCENY,,WESTERN,Franklin Square
6/16/2016,6E,100 E NORTH AVE,LARCENY,,CENTRAL,Greenmount West
6/16/2016,6E,5700 PULASKI HWY,LARCENY,,NORTHEASTERN,Pulaski Industrial Area
6/16/2016,6C,1000 W 41ST ST,LARCENY,,NORTHERN,Hoes Heights
6/16/2016,6E,2700 VIRGINIA AVE,LARCENY,,NORTHERN,Cylburn
6/16/2016,6C,2400 FREDERICK AVE,LARCENY,,SOUTHWESTERN,Millhill
6/16/2016,6J,100 E LOMBARD ST,LARCENY,,CENTRAL,Downtown
6/16/2016,6E,1500 PENTWOOD RD,LARCENY,,NORTHEASTERN,Stonewood-Pentwood-Winsto
6/16/2016,6C,4500 FALLS RD,LARCENY,,NORTHERN,Roland Park
6/16/2016,6C,400 E PRATT ST,LARCENY,,CENTRAL,Inner Harbor
6/16/2016,6E,SARATOGA ST & HOLLIDAY ST,LARCENY,,CENTRAL,Downtown
6/16/2016,6J,1500 LAKESIDE AVE,LARCENY,,NORTHEASTERN,Ednor Gardens-Lakeside
6/16/2016,6E,300 S CAROLINE ST,LARCENY,,SOUTHEASTERN,Perkins Homes
6/16/2016,6E,6000 PARK HEIGHTS AVE,LARCENY,,NORTHWESTERN,Glen
6/16/2016,6C,5000 SINCLAIR LN,LARCENY,,NORTHEASTERN,Frankford
6/16/2016,6C,400 E PRATT ST,LARCENY,,CENTRAL,Inner Harbor
6/16/2016,6J,3000 W NORTH AVE,LARCENY,,SOUTHWESTERN,Walbrook
6/16/2016,6C,1500 62ND ST,LARCENY,,NORTHEASTERN,Pulaski Industrial Area
6/15/2016,6E,3700 ELMLEY AVE,LARCENY,,NORTHEASTERN,Belair-Edison
6/15/2016,6E,3700 WILKENS AVE,LARCENY,,SOUTHWESTERN,Oaklee
6/15/2016,6J,2600 MADISON AVE,LARCENY,,CENTRAL,Reservoir Hill
6/15/2016,6J,6300 BELAIR RD,LARCENY,,NORTHEASTERN,Rosemont East
6/15/2016,6G,2800 HOLLINS FERRY RD,LARCENY,,SOUTHERN,Lakeland
6/15/2016,6E,1400 MERIDENE DR,LARCENY,,NORTHEASTERN,Idlewood
6/15/2016,6J,0 GORMAN AVE,LARCENY,,WESTERN,Penrose/Fayette Street Ou
6/15/2016,6E,0 N STRICKER ST,LARCENY,,WESTERN,Franklin Square
6/15/2016,6J,2600 HARFORD RD,LARCENY,,NORTHEASTERN,Coldstream Homestead Mont
6/15/2016,6J,2800 SAINT PAUL ST,LARCENY,,NORTHERN,Charles Village
6/15/2016,6J,100 S LINWOOD AVE,LARCENY,,SOUTHEASTERN,Patterson Park
6/15/2016,6C,6600 HARFORD RD,LARCENY,,NORTHEASTERN,Westfield
6/15/2016,6B,500 E PATAPSCO AVE,LARCENY,,SOUTHERN,Brooklyn
6/15/2016,6A,600 N CHESTER ST,LARCENY,,EASTERN,CARE
6/15/2016,6C,1200 S PONCA ST,LARCENY,,SOUTHEASTERN,Canton Industrial Area
6/15/2016,6C,2600 WILKENS AVE,LARCENY,,SOUTHWESTERN,Millhill
6/15/2016,6J,0 E FAYETTE ST,LARCENY,,CENTRAL,Downtown
6/15/2016,6E,4300 MARBLE HALL RD,LARCENY,,NORTHEASTERN,New Northwood
6/15/2016,6E,4300 WAKEFIELD RD,LARCENY,,NORTHWESTERN,West Forest Park
6/15/2016,6G,1000 W BALTIMORE ST,LARCENY,,WESTERN,Poppleton
6/15/2016,6J,2400 CHRISTIAN ST,LARCENY,,SOUTHWESTERN,Millhill
6/15/2016,6J,3100 Swann Dr,LARCENY,,NORTHERN,Druid Hill Park
6/15/2016,6E,5300 FRANKFORD AVE,LARCENY,,NORTHEASTERN,Frankford
6/15/2016,6C,6700 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Reisterstown Station
6/15/2016,6G,1500 W NORTH AVE,LARCENY,,WESTERN,Druid Heights
6/15/2016,6J,200 W BALTIMORE ST N,LARCENY,,CENTRAL,Downtown
6/15/2016,6G,1600 WHETSTONE WAY,LARCENY,,SOUTHERN,Locust Point Industrial A
6/15/2016,6J,4800 HAZELWOOD AVE,LARCENY,,NORTHEASTERN,Cedmont
6/15/2016,6J,3400 CLIFTON AVE,LARCENY,,SOUTHWESTERN,Mount Holly
6/15/2016,6J,1400 MASON ST,LARCENY,,CENTRAL,Bolton Hill
6/15/2016,6F,5600 SEFTON AVE,LARCENY,,NORTHEASTERN,Glenham-Belhar
6/15/2016,6G,1400 KEY HWY,LARCENY,,SOUTHERN,Riverside
6/15/2016,6C,1500 62ND ST,LARCENY,,NORTHEASTERN,Pulaski Industrial Area
6/15/2016,6G,2400 GAINSBOROUGH CT,LARCENY,,NORTHEASTERN,Hamilton Hills
6/15/2016,6E,4900 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Lucille Park
6/15/2016,6C,5200 YORK RD,LARCENY,,NORTHERN,York-Homeland
6/15/2016,6E,2200 PARK AVE,LARCENY,,CENTRAL,Reservoir Hill
6/15/2016,6J,400 FREEMAN ST,LARCENY,,SOUTHERN,Brooklyn
6/15/2016,6E,400 DREW ST,LARCENY,,SOUTHEASTERN,Bayview
6/15/2016,6G,0 LIGHT ST,LARCENY,,CENTRAL,Downtown
6/15/2016,6J,1300 PENTWOOD RD,LARCENY,,NORTHEASTERN,New Northwood
6/15/2016,6G,2800 BRENDAN AVE,LARCENY,,NORTHEASTERN,Belair-Edison
6/15/2016,6E,3700 WOODBINE AVE,LARCENY,,NORTHWESTERN,Howard Park
6/15/2016,6J,200 S BROADWAY,LARCENY,,SOUTHEASTERN,Fells Point
6/15/2016,6J,200 S FULTON AVE,LARCENY,,SOUTHERN,Carrollton Ridge
6/14/2016,6E,1800 MOSHER ST,LARCENY,,WESTERN,Sandtown-Winchester
6/14/2016,6E,100 S SCHROEDER ST,LARCENY,,SOUTHERN,Hollins Market
6/14/2016,6E,3300 W BELVEDERE AVE,LARCENY,,NORTHWESTERN,Central Park Heights
6/14/2016,6G,2000 E MONUMENT ST,LARCENY,,EASTERN,CARE
6/14/2016,6C,6500 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Reisterstown Station
6/14/2016,6J,1300 RIGGS AVE,LARCENY,,WESTERN,Sandtown-Winchester
6/14/2016,6J,700 WASHINGTON BLVD,LARCENY,,SOUTHERN,Washington Village/Pigtow
6/14/2016,6G,33RD ST & GREENMOUNT AV,LARCENY,,NORTHERN,Better Waverly
6/14/2016,6C,300 LIGHT ST,LARCENY,,CENTRAL,Inner Harbor
6/14/2016,6J,2400 E BIDDLE ST,LARCENY,,EASTERN,Broadway East
6/14/2016,6E,2000 RUXTON AVE,LARCENY,,WESTERN,Mondawmin
6/14/2016,6E,2500 WINCHESTER ST,LARCENY,,WESTERN,Bridgeview/Greenlawn
6/14/2016,6C,300 RUSSELL ST,LARCENY,,SOUTHERN,Stadium Area
6/14/2016,6H,1100 E NORTH AVE,LARCENY,,EASTERN,East Baltimore Midway
6/14/2016,6C,6500 EASTERN AVE,LARCENY,,SOUTHEASTERN,Pulaski Industrial Area
6/14/2016,6G,6900 PARK HEIGHTS AVE,LARCENY,,NORTHWESTERN,Fallstaff
6/14/2016,6G,2000 N EDGEWOOD ST,LARCENY,,SOUTHWESTERN,Fairmont
6/14/2016,6E,2700 SPELMAN RD,LARCENY,,SOUTHERN,Cherry Hill
6/14/2016,6E,400 S STRICKER ST,LARCENY,,SOUTHERN,New Southwest/Mount Clare
6/14/2016,6F,1500 MARSHALL ST,LARCENY,,SOUTHERN,South Baltimore
6/14/2016,6J,2200 EUTAW PL,LARCENY,,CENTRAL,Reservoir Hill
6/14/2016,6G,300 SAINT PAUL PL,LARCENY,,CENTRAL,Downtown
6/14/2016,6E,900 N FULTON AVE,LARCENY,,WESTERN,Sandtown-Winchester
6/14/2016,6C,100 W LEXINGTON ST,LARCENY,,CENTRAL,Downtown
6/14/2016,6E,2000 BELAIR RD,LARCENY,,NORTHEASTERN,Clifton Park
6/14/2016,6C,600 S EXETER ST,LARCENY,,SOUTHEASTERN,Inner Harbor
6/14/2016,6C,600 S EXETER ST,LARCENY,,SOUTHEASTERN,Inner Harbor
6/13/2016,6H,5900 BELAIR RD,LARCENY,,NORTHEASTERN,Glenham-Belhar
6/14/2016,6J,3200 TATE ST,LARCENY,,SOUTHERN,Fairfield Area
6/14/2016,6G,2000 N EDGEWOOD ST,LARCENY,,SOUTHWESTERN,Fairmont
6/14/2016,6G,400 E 25TH ST,LARCENY,,NORTHERN,Barclay
6/13/2016,6J,400 S HIGHLAND AVE,LARCENY,,SOUTHEASTERN,Highlandtown
6/13/2016,6E,500 S NEWKIRK ST,LARCENY,,SOUTHEASTERN,Greektown
6/13/2016,6B,0 W PRATT ST,LARCENY,,CENTRAL,Downtown West
6/13/2016,6G,5200 MORAVIA RD,LARCENY,,NORTHEASTERN,Frankford
6/13/2016,6G,1100 S CHARLES ST,LARCENY,,SOUTHERN,Federal Hill
6/13/2016,6J,1000 W LOMBARD ST,LARCENY,,SOUTHERN,Hollins Market
6/13/2016,6F,6300 RED CEDAR PL,LARCENY,,NORTHWESTERN,Cheswolde
6/13/2016,6J,2500 W BELVEDERE AVE,LARCENY,,NORTHERN,Levindale
6/13/2016,6C,100 S BROADWAY,LARCENY,,SOUTHEASTERN,Washington Hill
6/13/2016,6E,1200 BOLTON ST,LARCENY,,CENTRAL,Bolton Hill
6/13/2016,6C,6300 EASTERN AVE,LARCENY,,SOUTHEASTERN,Pulaski Industrial Area
6/13/2016,6C,6700 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Reisterstown Station
6/13/2016,6C,2400 BOSTON ST,LARCENY,,SOUTHEASTERN,Canton
6/13/2016,6J,1100 S CHARLES ST,LARCENY,,SOUTHERN,Federal Hill
6/13/2016,6G,1100 S CHARLES ST,LARCENY,,SOUTHERN,Federal Hill
6/13/2016,6J,4700 FREDERICK AVE,LARCENY,,SOUTHWESTERN,Tremont
6/13/2016,6C,600 E PRATT ST,LARCENY,,CENTRAL,Inner Harbor
6/13/2016,6G,5300 HOLABIRD AVE,LARCENY,,SOUTHEASTERN,Canton Industrial Area
6/13/2016,6G,3900 HILTON RD,LARCENY,,NORTHWESTERN,East Arlington
6/13/2016,6J,700 MCKEWIN AVE,LARCENY,,NORTHERN,Waverly
6/13/2016,6E,3500 MANCHESTER AVE,LARCENY,,NORTHWESTERN,Central Park Heights
6/13/2016,6J,100 W BALTIMORE ST,LARCENY,,CENTRAL,Downtown
6/13/2016,6G,500 S EXETER ST,LARCENY,,SOUTHEASTERN,Little Italy
6/13/2016,6J,1800 WILMINGTON AVE,LARCENY,,SOUTHWESTERN,Morrell Park
6/13/2016,6C,6800 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Reisterstown Station
6/13/2016,6G,200 ALBEMARLE ST,LARCENY,,SOUTHEASTERN,Little Italy
6/13/2016,6J,900 POPLAR GROVE ST,LARCENY,,SOUTHWESTERN,Franklintown Road
6/13/2016,6C,3700 BOSTON ST,LARCENY,,SOUTHEASTERN,Canton Industrial Area
6/13/2016,6E,500 MOSHER ST,LARCENY,,CENTRAL,Upton
6/13/2016,6G,4400 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Central Park Heights
