callDateTime,priority,district,description,callNumber,incidentLocation
03/23/2016 01:06:00 AM,Medium,SE,FAMILY DISTURB,P160830150,500 N LINWOOD AV
03/22/2016 09:25:00 PM,Medium,SE,FAMILY DISTURB,P160823167,3600 E LOMBARD ST
03/23/2016 12:42:00 AM,Medium,SW,FAMILY DISTURB,P160830109,4300 FLOWERTON RD
03/23/2016 12:54:00 AM,Medium,SW,FAMILY DISTURB,P160830128,1300 POPLAR GROVE ST
01/26/2016 02:16:00 PM,Medium,NE,FAMILY DISTURB,P160261110,3500 JUNEWAY
01/21/2016 09:30:00 PM,Medium,WD,FAMILY DISTURB,P160212952,1000 N MONROE ST
01/22/2016 09:25:00 AM,Medium,WD,FAMILY DISTURB,P160220846,100 N MONROE ST
03/26/2016 11:32:00 AM,Medium,SE,FAMILY DISTURB,P160861204,0 N KRESSON ST
03/26/2016 05:23:00 AM,Medium,SD,FAMILY DISTURB,P160860610,0 E RANDALL ST
03/26/2016 09:12:00 PM,Medium,SW,FAMILY DISTURB,P160862745,0 STONECROFT RD
03/26/2016 10:52:00 AM,Medium,NE,FAMILY DISTURB,P160861103,5400 FRANKFORD ESTATES DR
01/22/2016 12:22:00 AM,Medium,NE,FAMILY DISTURB,P160220076,BELAIR RD/ARIZONA AV
03/23/2016 08:39:00 AM,Medium,NE,FAMILY DISTURB,P160830682,5000 PLYMOUTH RD
03/23/2016 09:56:00 AM,Medium,ED,FAMILY DISTURB,P160830835,1200 E EAGER ST
01/22/2016 07:02:00 AM,Medium,ED,FAMILY DISTURB,P160220572,N PATTERSON PARK AV/JEFFERSON ST
03/25/2016 12:44:00 AM,Medium,NW,FAMILY DISTURB,P160850128,5500 CADILLAC AV
01/22/2016 06:25:00 PM,Medium,CD,FAMILY DISTURB,P160222361,800 WHITELOCK ST
03/23/2016 09:22:00 AM,Medium,NW,FAMILY DISTURB,P160830754,4900 LITCHFIELD AV
03/23/2016 09:59:00 AM,Medium,ED,FAMILY DISTURB,P160830843,1200 E EAGER ST
03/25/2016 12:13:00 AM,Medium,ND,FAMILY DISTURB,P160850035,800 BLK VENABLE AV
03/24/2016 11:28:00 PM,Medium,WD,FAMILY DISTURB,P160843928,2100 PRESBURY ST
03/24/2016 10:49:00 PM,Medium,SW,FAMILY DISTURB,P160843802,1000 PARKSLEY AV
03/23/2016 09:23:00 AM,Medium,SD,FAMILY DISTURB,P160830757,800 W CROSS ST
03/23/2016 12:17:00 PM,Medium,NW,FAMILY DISTURB,P160831220,3600 CLARINTH RD
01/22/2016 06:21:00 PM,Medium,NW,FAMILY DISTURB,P160222350,4700 WAKEFIELD RD
01/22/2016 08:21:00 PM,Medium,NW,FAMILY DISTURB,P160222626,3200 MONDAWMIN AV
03/23/2016 11:51:00 AM,Medium,SW,FAMILY DISTURB,P160831153,3300 WALBROOK AV
03/23/2016 02:20:00 PM,Medium,NE,FAMILY DISTURB,P160831563,5000 GOODNOW RD
01/22/2016 08:02:00 PM,Medium,SE,FAMILY DISTURB,P160222575,600 S LEHIGH ST
01/22/2016 08:47:00 PM,Medium,NW,FAMILY DISTURB,P160222678,3900 BELVIEU AV
03/24/2016 11:35:00 PM,High,WD,FAMILY DISTURB,P160843941,2400 LIBERTY HEIGHTS AV
01/23/2016 10:18:00 AM,Medium,NE,FAMILY DISTURB,P160230592,3400 ERDMAN AV
03/25/2016 01:05:00 AM,Medium,WD,FAMILY DISTURB,P160850169,2800 W LANVALE ST
01/23/2016 11:27:00 AM,Medium,NE,FAMILY DISTURB,P160230669,5000 ANNTANA AV
03/25/2016 03:09:00 AM,Medium,ED,FAMILY DISTURB,P160850403,1700 DARLEY AV
01/23/2016 07:22:00 PM,Medium,SE,FAMILY DISTURB,P160231364,1500 BROENING HY
03/25/2016 02:01:00 AM,Medium,ED,FAMILY DISTURB,P160850297,1700 DARLEY AV
03/25/2016 02:08:00 AM,Medium,WD,FAMILY DISTURB,P160850306,2500 W FRANKLIN ST
03/25/2016 01:28:00 AM,Medium,WD,FAMILY DISTURB,P160850220,2500 W FRANKLIN ST
03/25/2016 04:47:00 AM,Medium,NE,FAMILY DISTURB,P160850534,5700 PLAINFIELD AV
03/25/2016 01:37:00 AM,Medium,NW,FAMILY DISTURB,P160850241,4000 LIBERTY HEIGHTS AV
03/25/2016 02:29:00 AM,Medium,SW,FAMILY DISTURB,P160850339,3000 ARUNAH AV
03/25/2016 07:44:00 AM,Medium,NE,FAMILY DISTURB,P160850705,1300 PENTWOOD RD
03/25/2016 05:11:00 AM,Medium,NE,FAMILY DISTURB,P160850551,6600 SNOWBERRY CT
03/23/2016 05:16:00 PM,Medium,NE,FAMILY DISTURB,P160832183,5900 AYLESHIRE RD
03/25/2016 07:30:00 AM,Medium,ND,FAMILY DISTURB,P160850681,2600 BARCLAY ST
03/23/2016 03:56:00 PM,Medium,ND,FAMILY DISTURB,P160831898,800 HOMESTEAD ST
03/25/2016 04:51:00 AM,Medium,NW,FAMILY DISTURB,P160850536,3900 TOWANDA AV
03/25/2016 02:01:00 AM,Medium,SE,FAMILY DISTURB,P160850294,200 N SPRING CT
03/25/2016 01:36:00 AM,Medium,WD,FAMILY DISTURB,P160850250,2500 W FRANKLIN ST
03/25/2016 03:51:00 AM,Medium,NW,FAMILY DISTURB,P160850452,4000 WOODMERE AV
03/25/2016 02:37:00 AM,Medium,NW,FAMILY DISTURB,P160850353,4300 LIBERTY HEIGHTS AV
03/25/2016 03:35:00 AM,Medium,SW,FAMILY DISTURB,P160850432,4300 FREDERICK AV
03/27/2016 02:53:00 PM,Medium,NE,FAMILY DISTURB,P160871583,3300 RICHMOND AV
03/26/2016 12:16:00 PM,Medium,NE,FAMILY DISTURB,P160861330,4800 MORAVIA RUN WY
01/26/2016 12:49:00 AM,Medium,NE,FAMILY DISTURB,P160260087,BELAIR RD/PARKMONT AV
03/26/2016 12:55:00 PM,Medium,NW,FAMILY DISTURB,P160861440,4200 FALLSTAFF RD
03/26/2016 11:59:00 PM,Medium,ED,FAMILY DISTURB,P160870003,1800 DARLEY AV
03/26/2016 09:24:00 PM,Medium,CD,FAMILY DISTURB,P160862785,2400 BLK LAKEVIEW AV
03/27/2016 05:03:00 AM,Medium,NE,FAMILY DISTURB,P160870604,2400 WESTFIELD AV
01/26/2016 08:38:00 PM,Medium,NW,FAMILY DISTURB,P160262230,NORWOOD AV/FENDALL RD
03/27/2016 08:31:00 AM,Medium,SD,FAMILY DISTURB,P160870797,0 W FORT AV
03/27/2016 02:09:00 PM,Medium,NE,FAMILY DISTURB,P160871463,4400 FRANCONIA DR
03/27/2016 04:14:00 PM,Medium,ND,FAMILY DISTURB,P160871767,1100 E BELVEDERE AV
03/27/2016 04:55:00 PM,Medium,SD,FAMILY DISTURB,P160871868,1300 PONTIAC AV
03/27/2016 02:37:00 PM,Medium,WD,FAMILY DISTURB,P160871532,700 N FULTON AV
03/27/2016 08:10:00 AM,Medium,NW,FAMILY DISTURB,P160870767,4000 WOODHAVEN AV
03/27/2016 01:29:00 PM,Medium,NE,FAMILY DISTURB,P160871372,1300 HOMESTEAD ST
03/27/2016 02:36:00 PM,Medium,SD,FAMILY DISTURB,P160871531,2700 SEAMON AV
03/27/2016 03:41:00 PM,Medium,SE,FAMILY DISTURB,P160871691,600 N KENWOOD AV
03/27/2016 10:53:00 AM,Medium,CD,FAMILY DISTURB,P160871022,900 DRUID PARK LAKE DR
03/27/2016 03:29:00 PM,Medium,SW,FAMILY DISTURB,P160871655,1000 N ROSEDALE ST
03/27/2016 11:29:00 AM,Medium,NE,FAMILY DISTURB,P160871093,4400 MORAVIA RD
03/27/2016 04:01:00 PM,Medium,NW,FAMILY DISTURB,P160871736,6600 EBERLE DR
03/27/2016 12:37:00 PM,Medium,ND,FAMILY DISTURB,P160871242,2900 HUNTINGDON AV
03/27/2016 01:10:00 PM,Medium,NE,FAMILY DISTURB,P160871333,1200 GLENHAVEN RD
03/27/2016 11:46:00 AM,Medium,SD,FAMILY DISTURB,P160871130,3700 PASCAL AV
03/27/2016 03:29:00 PM,Medium,SD,FAMILY DISTURB,P160871654,3900 BROOKLYN AV
03/27/2016 03:39:00 PM,Medium,ED,FAMILY DISTURB,P160871692,400 N PATTERSON PARK AV
03/27/2016 02:58:00 PM,Medium,WD,FAMILY DISTURB,P160871580,2500 WOODBROOK AV
03/27/2016 08:43:00 AM,Medium,NE,FAMILY DISTURB,P160870813,1000 QUANTRIL WY
03/27/2016 04:54:00 PM,Medium,SD,FAMILY DISTURB,P160871861,4100 AUDREY AV
03/27/2016 08:04:00 AM,Medium,ED,FAMILY DISTURB,P160870757,2200 E PRESTON ST
03/27/2016 01:33:00 PM,Medium,WD,FAMILY DISTURB,P160871381,800 W FAIRMOUNT AV
03/27/2016 03:32:00 PM,Medium,ND,FAMILY DISTURB,P160871673,6100 MARLORA RD
03/27/2016 03:01:00 PM,Medium,SD,FAMILY DISTURB,P160871594,2700 SEAMON AV
03/27/2016 02:17:00 PM,Medium,SD,FAMILY DISTURB,P160871485,3300 GERANIUM AV
03/27/2016 12:26:00 PM,Medium,SD,FAMILY DISTURB,P160871225,2800 HOLLINS FERRY RD
03/27/2016 06:43:00 AM,Medium,NE,FAMILY DISTURB,P160870683,2400 WESTFIELD AV
03/27/2016 04:16:00 PM,Medium,ND,FAMILY DISTURB,P160871770,1100 E BELVEDERE AV
03/27/2016 03:32:00 PM,Medium,CD,FAMILY DISTURB,P160871666,500 HALF MILE CT
03/27/2016 10:43:00 AM,Medium,SD,FAMILY DISTURB,P160870998,2100 SIDNEY AV
03/27/2016 02:19:00 PM,Medium,NE,FAMILY DISTURB,P160871489,5900 PLAINFIELD AV
01/27/2016 09:30:00 PM,Medium,SE,FAMILY DISTURB,P160272791,BALTIMORE TRAVEL PLAZA
03/25/2016 11:55:00 AM,Medium,WD,FAMILY DISTURB,P160851263,2300 HARLEM AV
03/25/2016 10:54:00 AM,Medium,WD,FAMILY DISTURB,P160851115,2500 HARLEM AV
01/27/2016 10:23:00 PM,Medium,ND,FAMILY DISTURB,P160272921,E NORTHERN PY/N CHARLES ST
03/25/2016 01:47:00 PM,Medium,SW,FAMILY DISTURB,P160851591,2100 WILKENS AV
03/25/2016 02:50:00 PM,Medium,ND,FAMILY DISTURB,P160851753,2600 BOONE ST
03/25/2016 01:49:00 PM,Medium,CD,FAMILY DISTURB,P160851589,900 TYSON ST
03/25/2016 02:37:00 PM,Medium,CD,FAMILY DISTURB,P160851716,1100 SHIELDS PL
03/26/2016 07:52:00 PM,Medium,SD,FAMILY DISTURB,P160862537,3000 SOUTHLAND AV
03/25/2016 02:23:00 PM,Medium,SD,FAMILY DISTURB,P160851670,2400 MAISEL CT
03/25/2016 02:20:00 PM,Medium,CD,FAMILY DISTURB,P160851661,1100 SHIELDS PL
03/25/2016 03:10:00 PM,Medium,CD,FAMILY DISTURB,P160851810,1100 SHIELDS PL
03/25/2016 01:26:00 PM,Medium,NW,FAMILY DISTURB,P160851526,6900 REISTERSTOWN RD
01/31/2016 05:54:00 PM,Medium,SD,FAMILY DISTURB,P160312100,RAYSHIRE RD/WEGWORTH LN
03/27/2016 05:01:00 PM,Medium,SD,FAMILY DISTURB,P160871885,1300 PONTIAC AV
03/25/2016 12:36:00 PM,Medium,SW,FAMILY DISTURB,P160851403,2500 ASHTON ST
03/25/2016 02:53:00 PM,Medium,NE,FAMILY DISTURB,P160851759,2200 WALSHIRE AV
03/25/2016 03:31:00 PM,Medium,WD,FAMILY DISTURB,P160851873,2000 W LEXINGTON ST
03/25/2016 10:31:00 AM,Medium,ND,FAMILY DISTURB,P160851053,500 WINSTON AV
03/25/2016 01:47:00 PM,Medium,SW,FAMILY DISTURB,P160851592,2100 WILKENS AV
03/27/2016 10:46:00 PM,Medium,SE,FAMILY DISTURB,P160872632,6400 HARTWAIT ST
03/27/2016 10:26:00 PM,Medium,WD,FAMILY DISTURB,P160872596,1300 N CAREY ST
03/28/2016 11:38:00 AM,Medium,NE,FAMILY DISTURB,P160880956,1400 CROFTON RD
01/28/2016 06:30:00 PM,Medium,NW,FAMILY DISTURB,P160282404,REISTERSTOWN RD/MANCHESTER AV
03/28/2016 06:37:00 PM,Medium,CD,FAMILY DISTURB,P160882276,800 WHITELOCK ST
03/28/2016 10:20:00 AM,Medium,CD,FAMILY DISTURB,P160880775,2100 DIVISION ST
01/28/2016 06:59:00 PM,Medium,NW,FAMILY DISTURB,P160282507,REISTERSTOWN RD/MANCHESTER AV
01/28/2016 09:06:00 PM,Medium,SD,FAMILY DISTURB,P160282866,WASHINGTON BL/BUSH ST
01/28/2016 10:50:00 PM,Medium,CD,FAMILY DISTURB,P160283151,ROBERT ST/DRUID HILL AV
03/27/2016 08:53:00 PM,Medium,NE,FAMILY DISTURB,P160872411,5400 PURDUE AV
03/27/2016 10:14:00 PM,Medium,ND,FAMILY DISTURB,P160872573,400 LYMAN AV
01/29/2016 03:31:00 AM,Medium,ED,FAMILY DISTURB,P160290331,E EAGER ST/AISQUITH ST
03/27/2016 10:33:00 PM,Medium,WD,FAMILY DISTURB,P160872609,2700 PRESBURY ST
03/27/2016 09:02:00 PM,Medium,SD,FAMILY DISTURB,P160872428,1300 E PATAPSCO AV
03/27/2016 10:59:00 PM,Medium,ND,FAMILY DISTURB,P160872668,800 NAT CT
03/27/2016 08:24:00 PM,Medium,NW,FAMILY DISTURB,P160872361,4900 EDGEMERE AV
03/27/2016 11:22:00 PM,Medium,SW,FAMILY DISTURB,P160872713,100 DIENER PL
03/28/2016 03:09:00 AM,Medium,ED,FAMILY DISTURB,P160880269,1700 N BROADWAY
03/27/2016 09:34:00 PM,Medium,NE,FAMILY DISTURB,P160872495,1200 COCHRAN AV
03/27/2016 10:12:00 PM,Medium,SW,FAMILY DISTURB,P160872568,3100 GEORGETOWN RD
03/27/2016 07:04:00 PM,Medium,ED,FAMILY DISTURB,P160872179,300 E 23RD ST
03/27/2016 05:20:00 PM,Medium,SW,FAMILY DISTURB,P160871930,4900 FREDERICK AV
03/28/2016 02:22:00 AM,Medium,NE,FAMILY DISTURB,P160880225,5600 WINTHROPE AV
03/28/2016 01:55:00 AM,Medium,NE,FAMILY DISTURB,P160880172,5200 MORAVIA RD
03/27/2016 07:52:00 PM,Medium,WD,FAMILY DISTURB,P160872288,1600 ASHBURTON ST
03/27/2016 05:53:00 PM,Medium,SW,FAMILY DISTURB,P160872010,4900 FREDERICK AV
03/28/2016 03:30:00 AM,Medium,NW,FAMILY DISTURB,P160880286,4600 BELVIEU AV
03/28/2016 03:26:00 AM,Medium,ND,FAMILY DISTURB,P160880282,500 CHATEAU AV
03/27/2016 07:18:00 PM,Medium,ND,FAMILY DISTURB,P160872208,2400 ST PAUL ST
03/27/2016 09:53:00 PM,Medium,NE,FAMILY DISTURB,P160872521,4900 GUNTHER AV
03/27/2016 10:08:00 PM,Medium,ED,FAMILY DISTURB,P160872553,400 E 20TH ST
03/27/2016 06:11:00 PM,Medium,SW,FAMILY DISTURB,P160872062,2700 W NORTH AV
03/27/2016 11:31:00 PM,Medium,NE,FAMILY DISTURB,P160872737,3300 PARKLAWN AV
03/28/2016 05:07:00 PM,Medium,SW,FAMILY DISTURB,P160881944,3300 BLK PRESSTMAN ST
03/27/2016 11:11:00 PM,Medium,SE,FAMILY DISTURB,P160872690,100 N GLOVER ST
03/28/2016 01:42:00 AM,Medium,SD,FAMILY DISTURB,P160880159,3000 JANICE AV
03/27/2016 10:54:00 PM,Medium,NW,FAMILY DISTURB,P160872655,2500 VIOLET AV
03/27/2016 10:39:00 PM,Medium,WD,FAMILY DISTURB,P160872618,2700 PRESBURY ST
03/27/2016 06:11:00 PM,Medium,ND,FAMILY DISTURB,P160872065,6200 YORK RD
03/28/2016 12:01:00 AM,Medium,NW,FAMILY DISTURB,P160880007,4500 FAIRVIEW AV
03/27/2016 07:13:00 PM,Medium,SD,FAMILY DISTURB,P160872214,400 S PARRISH ST
03/27/2016 09:20:00 PM,Medium,SE,FAMILY DISTURB,P160872461,2400 JEFFERSON ST
03/28/2016 10:50:00 AM,Medium,SD,FAMILY DISTURB,P160880834,1600 CEREAL ST
03/28/2016 03:16:00 PM,Medium,ND,FAMILY DISTURB,P160881619,1400 W COLD SPRING LN
03/29/2016 01:55:00 AM,Medium,NE,FAMILY DISTURB,P160890201,1600 E 29TH ST
03/28/2016 01:41:00 PM,Medium,SD,FAMILY DISTURB,P160881319,3800 PENNINGTON AV
03/28/2016 11:51:00 AM,Medium,WD,FAMILY DISTURB,P160880995,2500 MOSHER ST
03/28/2016 04:16:00 PM,Medium,SW,FAMILY DISTURB,P160881772,2900 WALBROOK AV
03/28/2016 10:50:00 AM,Medium,ND,FAMILY DISTURB,P160880833,3300 CHESTNUT AV
01/30/2016 09:31:00 PM,Medium,NE,FAMILY DISTURB,P160302953,6200 MCCLEAN BL
03/29/2016 12:00:00 AM,Medium,NE,FAMILY DISTURB,P160890001,3700 ELMORA AV
03/28/2016 01:07:00 PM,Medium,ED,FAMILY DISTURB,P160881227,1400 E LANVALE ST
03/28/2016 04:09:00 PM,Medium,SW,FAMILY DISTURB,P160881756,400 N HILTON ST
03/28/2016 12:50:00 PM,Medium,SE,FAMILY DISTURB,P160881162,400 HORNEL ST
03/28/2016 02:44:00 PM,Medium,NW,FAMILY DISTURB,P160881494,4000 BROOKHILL RD
03/29/2016 01:44:00 AM,Medium,CD,FAMILY DISTURB,P160890190,1300 EUTAW PL
03/28/2016 12:42:00 PM,Medium,CD,FAMILY DISTURB,P160881152,2400 LAKEVIEW AV
03/28/2016 09:24:00 AM,Medium,ED,FAMILY DISTURB,P160880627,1100 N LAKEWOOD AV
03/28/2016 12:15:00 PM,Medium,NW,FAMILY DISTURB,P160881067,4100 OAKFORD AV
03/28/2016 02:56:00 PM,Medium,ND,FAMILY DISTURB,P160881546,1400 W COLD SPRING LN
03/28/2016 04:28:00 PM,Medium,ND,FAMILY DISTURB,P160881820,2200 N CALVERT ST
03/28/2016 09:09:00 AM,Medium,SD,FAMILY DISTURB,P160880599,2700 SEAMON AV
03/28/2016 12:24:00 PM,Medium,NW,FAMILY DISTURB,P160881098,3900 BELVIEU AV
03/28/2016 02:22:00 PM,Medium,NW,FAMILY DISTURB,P160881450,5100 PEMBRIDGE AV
01/30/2016 02:31:00 PM,Medium,SD,FAMILY DISTURB,P160301737,GREYHOUND BUS TERMINAL
01/30/2016 09:40:00 PM,Medium,SW,FAMILY DISTURB,P160302989,4100 POTTER ST
03/28/2016 06:57:00 PM,Medium,ND,FAMILY DISTURB,P160882335,4000 WILSBY AV
03/29/2016 09:22:00 AM,Medium,SW,FAMILY DISTURB,P160890729,600 ALLENDALE ST
01/30/2016 05:59:00 PM,Medium,CD,FAMILY DISTURB,P160302319,E PRATT ST/COMMERCE ST
01/31/2016 12:03:00 AM,Medium,ND,FAMILY DISTURB,P160310016,3600 OLD YORK RD
03/29/2016 10:50:00 AM,Medium,WD,FAMILY DISTURB,P160890949,2900 WOODBROOK AV
01/30/2016 08:29:00 PM,Medium,SE,FAMILY DISTURB,P160302760,200 AISQUITH ST
01/30/2016 09:39:00 PM,Medium,WD,FAMILY DISTURB,P160302983,1600 W LEXINGTON ST
01/31/2016 02:07:00 AM,Medium,SD,FAMILY DISTURB,P160310315,4100 AUDREY AV
01/30/2016 11:52:00 PM,Medium,ED,FAMILY DISTURB,P160303410,2300 ROBB ST
01/31/2016 12:09:00 AM,Medium,NW,FAMILY DISTURB,P160310068,3900 CARLISLE AV
01/31/2016 07:13:00 PM,Medium,ED,FAMILY DISTURB,P160312333,1500 LESTER MORTON CT
01/31/2016 07:10:00 PM,Medium,ND,FAMILY DISTURB,P160312328,6100 DUNROMING RD
02/01/2016 10:52:00 AM,Medium,SW,FAMILY DISTURB,P160321106,3300 WILKENS AV
01/31/2016 11:20:00 AM,Medium,NE,FAMILY DISTURB,P160311067,3700 KENYON AV
03/28/2016 08:31:00 PM,Medium,SW,FAMILY DISTURB,P160882627,1900 BOOTH ST
03/29/2016 09:41:00 AM,Medium,NW,FAMILY DISTURB,P160890780,2800 BOARMAN AV
03/28/2016 04:45:00 PM,Medium,ED,FAMILY DISTURB,P160881878,1700 E LAFAYETTE AV
03/29/2016 09:59:00 AM,Medium,SE,FAMILY DISTURB,P160890822,2000 BANK ST
03/28/2016 08:40:00 PM,Medium,SW,FAMILY DISTURB,P160882647,2700 FREDERICK AV
03/28/2016 07:38:00 PM,Medium,SD,FAMILY DISTURB,P160882461,1300 CAMBRIA ST
03/28/2016 07:46:00 PM,Medium,SD,FAMILY DISTURB,P160882487,4000 6TH ST
03/28/2016 07:06:00 PM,Medium,SW,FAMILY DISTURB,P160882371,5100 FREDERICK AV
03/28/2016 09:55:00 PM,Medium,NW,FAMILY DISTURB,P160882847,3200 PIEDMONT AV
03/28/2016 07:48:00 PM,Medium,SD,FAMILY DISTURB,P160882488,1300 CAMBRIA ST
03/28/2016 06:11:00 PM,Medium,WD,FAMILY DISTURB,P160882184,1500 APPLETON ST
03/28/2016 05:51:00 PM,Medium,SD,FAMILY DISTURB,P160882119,1900 WILHELM ST
03/28/2016 06:59:00 PM,Medium,NW,FAMILY DISTURB,P160882341,3600 W GARRISON AV
03/28/2016 06:17:00 PM,Medium,NE,FAMILY DISTURB,P160882201,5300 MORAVIA RD
03/28/2016 08:27:00 PM,Medium,ND,FAMILY DISTURB,P160882619,5100 NORWOOD RD
03/29/2016 09:58:00 AM,Medium,NW,FAMILY DISTURB,P160890821,2800 BOARMAN AV
03/28/2016 06:49:00 PM,Medium,NE,FAMILY DISTURB,P160882319,3400 BELAIR RD
03/28/2016 10:31:00 PM,Medium,SW,FAMILY DISTURB,P160882925,600 ALLENDALE ST
03/28/2016 08:16:00 PM,Medium,WD,FAMILY DISTURB,P160882588,3400 HOLMES AV
02/01/2016 07:21:00 PM,Medium,NE,FAMILY DISTURB,P160322700,2200 CORONA CT
03/29/2016 02:30:00 PM,Medium,NE,FAMILY DISTURB,P160891593,5200 ASHLAND AV
02/01/2016 05:51:00 PM,Medium,ED,FAMILY DISTURB,P160322423,1000 WEBB CT
02/01/2016 05:55:00 PM,Medium,ED,FAMILY DISTURB,P160322424,1700 GUILFORD AV
02/14/2016 06:45:00 PM,Medium,WD,FAMILY DISTURB,P160451879,W BALTIMORE ST/S POPPLETON ST
03/29/2016 05:13:00 PM,Medium,SW,FAMILY DISTURB,P160892142,700 LINNARD ST
03/29/2016 07:37:00 AM,Medium,WD,FAMILY DISTURB,P160890527,1700 RUXTON AV
02/02/2016 09:12:00 AM,Medium,ND,FAMILY DISTURB,P160330831,2500 MACE ST
03/29/2016 04:11:00 PM,Medium,NW,FAMILY DISTURB,P160891920,3600 GARRISON BL
02/01/2016 06:28:00 PM,Medium,CD,FAMILY DISTURB,P160322518,2600 MADISON AV
03/29/2016 12:23:00 AM,Medium,SW,FAMILY DISTURB,P160890044,2000 GRIFFIS AV
03/29/2016 11:15:00 AM,Medium,NE,FAMILY DISTURB,P160891025,5900 RADECKE AV
03/29/2016 04:47:00 PM,Medium,NE,FAMILY DISTURB,P160892040,2500 HARFORD RD
03/29/2016 12:13:00 PM,Medium,SE,FAMILY DISTURB,P160891189,1500 BLK E FAIRMOUNT AV
03/29/2016 11:56:00 AM,Medium,WD,FAMILY DISTURB,P160891135,1700 N MONROE ST
03/29/2016 09:37:00 AM,Medium,NW,FAMILY DISTURB,P160890760,3200 PIEDMONT AV
02/01/2016 11:48:00 PM,Medium,ED,FAMILY DISTURB,P160323480,900 WEBB CT
03/29/2016 07:52:00 AM,Medium,ED,FAMILY DISTURB,P160890553,900 N BELNORD AV
03/29/2016 06:27:00 AM,Medium,WD,FAMILY DISTURB,P160890451,1600 N CALHOUN ST
03/29/2016 09:49:00 AM,Medium,NW,FAMILY DISTURB,P160890796,2800 BOARMAN AV
02/01/2016 10:45:00 PM,Medium,SW,FAMILY DISTURB,P160323289,100 UPMANOR RD
03/29/2016 07:18:00 AM,Medium,ED,FAMILY DISTURB,P160890503,900 N BELNORD AV
02/01/2016 11:07:00 PM,Medium,SW,FAMILY DISTURB,P160323363,100 UPMANOR RD
02/01/2016 11:09:00 PM,Medium,SW,FAMILY DISTURB,P160323376,3900 COLBORNE RD
02/02/2016 12:49:00 AM,Medium,ND,FAMILY DISTURB,P160330099,3800 COTTAGE AV
03/29/2016 09:49:00 AM,Medium,ED,FAMILY DISTURB,P160890801,2200 E BIDDLE ST
03/29/2016 10:56:00 AM,Medium,NE,FAMILY DISTURB,P160890967,5900 ARIZONA AV
03/29/2016 04:44:00 PM,Medium,NW,FAMILY DISTURB,P160892031,2900 GARRISON BL
03/29/2016 04:29:00 PM,Medium,NE,FAMILY DISTURB,P160891978,5500 SINCLAIR LN
03/29/2016 04:51:00 PM,Medium,SW,FAMILY DISTURB,P160892061,2900 WINCHESTER ST
03/29/2016 11:58:00 AM,Medium,NE,FAMILY DISTURB,P160891140,2900 PELHAM AV
03/29/2016 04:16:00 AM,Medium,NW,FAMILY DISTURB,P160890352,2900 OAKLEY AV
03/29/2016 12:04:00 PM,Medium,SE,FAMILY DISTURB,P160891159,1500 BLK E FAIRMOUNT AV
02/02/2016 06:35:00 PM,Medium,NE,FAMILY DISTURB,P160332498,1700 E 33RD ST
02/02/2016 01:19:00 PM,Medium,NE,FAMILY DISTURB,P160331497,EDISON HY/ELMORA AV
03/29/2016 06:19:00 PM,Medium,ED,FAMILY DISTURB,P160892403,400 AISQUITH ST
02/04/2016 04:42:00 AM,Medium,NE,FAMILY DISTURB,P160350359,3900 KIMBLE RD
02/04/2016 04:43:00 AM,Medium,NE,FAMILY DISTURB,P160350363,4100 COLEMAN AV
02/04/2016 04:44:00 AM,Medium,ND,FAMILY DISTURB,P160350366,900 BELGIAN AV
03/29/2016 12:38:00 PM,Medium,ED,FAMILY DISTURB,P160891255,1700 N CASTLE ST
03/29/2016 01:01:00 PM,Medium,WD,FAMILY DISTURB,P160891314,1400 PRESSTMAN ST
03/29/2016 11:00:00 PM,Medium,NE,FAMILY DISTURB,P160893297,1700 E 31ST ST
03/29/2016 08:25:00 PM,Medium,NW,FAMILY DISTURB,P160892798,5000 DENMORE AV
03/29/2016 09:31:00 PM,Medium,WD,FAMILY DISTURB,P160893024,2400 WINCHESTER ST
03/29/2016 08:29:00 PM,Medium,ND,FAMILY DISTURB,P160892805,900 HOMESTEAD ST
02/03/2016 11:42:00 PM,Medium,NE,FAMILY DISTURB,P160343080,1900 ARGONNE DR
03/29/2016 08:00:00 PM,Medium,NW,FAMILY DISTURB,P160892714,3700 COTTAGE AV
02/03/2016 05:32:00 PM,Medium,ND,FAMILY DISTURB,P160342151,2900 ROSALIND AV
03/29/2016 05:15:00 PM,Medium,SE,FAMILY DISTURB,P160892155,1500 E FAYETTE ST
03/29/2016 05:19:00 PM,Medium,ND,FAMILY DISTURB,P160892164,700 CATOR AV
02/03/2016 03:40:00 PM,Medium,NE,FAMILY DISTURB,P160341803,1300 GITTINGS AV
02/03/2016 04:47:00 PM,Medium,NE,FAMILY DISTURB,P160341989,1300 GITTINGS AV
03/29/2016 06:50:00 PM,Medium,SW,FAMILY DISTURB,P160892520,4300 ELDONE RD
02/03/2016 05:25:00 PM,Medium,ED,FAMILY DISTURB,P160342139,2300 AIKEN ST
03/29/2016 08:37:00 PM,Medium,NE,FAMILY DISTURB,P160892832,4600 NORTHWOOD DR
03/29/2016 06:17:00 PM,Medium,SD,FAMILY DISTURB,P160892391,2800 HINSDALE DR
02/03/2016 07:18:00 PM,Medium,SD,FAMILY DISTURB,P160342446,4000 PENNINGTON AV
02/04/2016 05:13:00 PM,Medium,ND,FAMILY DISTURB,P160352293,3500 KESWICK RD
03/29/2016 08:07:00 PM,Medium,ED,FAMILY DISTURB,P160892731,3000 E FEDERAL ST
